100	1	0.808	12254
101	1	1.151	8771
102	1	1.181	8727
103	1	1.149	9142
104	1	1.141	9391
105	1	1.147	9524
106	1	1.136	9795
107	1	1.120	10123
108	1	1.163	9934
109	1	1.175	10015
110	1	1.174	10214
111	1	1.174	10402
112	1	1.195	10399
113	1	1.146	11041
114	1	1.172	10992
115	1	1.168	11224
116	1	1.164	11463
117	1	1.199	11317
118	1	1.214	11374
119	1	1.191	11790
120	1	1.200	11903
121	1	1.134	12802
122	1	1.159	12735
123	1	1.209	12412
124	1	1.171	13026
125	1	1.166	13299
126	1	1.188	13259
127	1	1.214	13176
128	1	1.206	13485
129	1	1.170	14108
130	1	1.162	14430
131	1	1.187	14343
132	1	1.197	14452
133	1	1.204	14578
134	1	1.200	14854
135	1	1.221	14810
136	1	1.228	14956
137	1	1.177	15827
138	1	1.172	16127
139	1	1.176	16305
140	1	1.196	16266
141	1	1.200	16456
142	1	1.212	16521
143	1	1.227	16555
144	1	1.197	17202
145	1	1.139	18327
146	1	1.156	18316
147	1	1.200	17890
148	1	1.229	17699
149	1	1.239	17796
150	1	1.202	18593
151	1	1.221	18543
152	1	1.233	18609
153	1	1.191	19530
154	1	1.195	19714
155	1	1.201	19879
156	1	1.199	20170
157	1	1.236	19808
158	1	1.207	20557
159	1	1.232	20384
160	1	1.247	20398
161	1	1.194	21569
162	1	1.207	21610
163	1	1.215	21732
164	1	1.218	21954
165	1	1.242	21785
166	1	1.232	22239
167	1	1.246	22257
168	1	1.243	22567
169	1	1.190	23851
170	1	1.205	23844
171	1	1.216	23897
172	1	1.228	23951
173	1	1.220	24400
174	1	1.225	24574
175	1	1.249	24386
176	1	1.244	24755
177	1	1.203	25906
178	1	1.194	26389
179	1	1.212	26298
180	1	1.225	26298
181	1	1.209	26943
182	1	1.242	26528
183	1	1.236	26941
184	1	1.250	26930
185	1	1.198	28418
186	1	1.206	28523
187	1	1.212	28695
188	1	1.232	28540
189	1	1.235	28769
190	1	1.233	29118
191	1	1.223	29665
192	1	1.243	29509
193	1	1.195	31019
194	1	1.210	30938
195	1	1.232	30707
196	1	1.245	30704
197	1	1.247	30961
198	1	1.238	31497
199	1	1.256	31379
200	1	1.242	32043
201	1	1.219	32971
202	1	1.220	33278
203	1	1.211	33859
204	1	1.233	33598
205	1	1.234	33882
206	1	1.238	34122
207	1	1.246	34231
208	1	1.256	34268
209	1	1.220	35627
210	1	1.225	35814
211	1	1.233	35926
212	1	1.240	36081
213	1	1.236	36534
214	1	1.235	36917
215	1	1.251	36788
216	1	1.255	37009
217	1	1.212	38674
218	1	1.209	39117
219	1	1.231	38768
220	1	1.235	39027
221	1	1.241	39190
222	1	1.242	39491
223	1	1.236	40044
224	1	1.251	39937
225	1	1.219	41353
226	1	1.220	41681
227	1	1.229	41744
228	1	1.239	41786
229	1	1.236	42247
230	1	1.244	42325
231	1	1.235	43005
232	1	1.258	42593
233	1	1.222	44228
234	1	1.223	44592
235	1	1.240	44356
236	1	1.237	44838
237	1	1.241	45071
238	1	1.245	45302
239	1	1.254	45354
240	1	1.250	45877
241	1	1.222	47323
242	1	1.231	47368
243	1	1.237	47555
244	1	1.233	48069
245	1	1.242	48144
246	1	1.242	48524
247	1	1.250	48621
248	1	1.251	48969
249	1	1.218	50683
250	1	1.224	50863
251	1	1.237	50744
252	1	1.236	51180
253	1	1.238	51503
254	1	1.243	51710
255	1	1.259	51449
256	1	1.249	52281
257	1	1.209	54425
258	1	1.226	54089
259	1	1.231	54285
260	1	1.232	54679
261	1	1.242	54618
262	1	1.238	55224
263	1	1.261	54646
264	1	1.262	55023
265	1	1.214	57634
266	1	1.229	57341
267	1	1.213	58538
268	1	1.238	57776
269	1	1.245	57907
270	1	1.239	58609
271	1	1.244	58822
272	1	1.254	58782
273	1	1.150	64559
274	1	1.137	65779
275	1	1.158	65088
276	1	1.160	65443
277	1	1.172	65216
278	1	1.168	65921
279	1	1.175	66029
280	1	1.181	66161
281	1	1.135	69294
282	1	1.135	69789
283	1	1.136	70246
284	1	1.144	70225
285	1	1.146	70648
286	1	1.173	69482
287	1	1.175	69864
288	1	1.180	70075
289	1	1.140	72984
290	1	1.144	73229
291	1	1.145	73673
292	1	1.142	74413
293	1	1.157	73962
294	1	1.156	74544
295	1	1.158	74865
296	1	1.164	74997
297	1	1.139	77155
298	1	1.137	77874
299	1	1.144	77884
300	1	1.149	78080
301	1	1.150	78545
302	1	1.159	78398
303	1	1.161	78801
304	1	1.167	78933
305	1	1.147	80859
306	1	1.140	81865
307	1	1.150	81687
308	1	1.149	82297
309	1	1.155	82396
310	1	1.157	82812
311	1	1.155	83446
312	1	1.168	83079
313	1	1.148	85072
314	1	1.143	85994
315	1	1.146	86305
316	1	1.150	86593
317	1	1.156	86652
318	1	1.158	87021
319	1	1.166	87027
320	1	1.169	87351
321	1	1.143	89870
322	1	1.141	90586
323	1	1.148	90633
324	1	1.151	90935
325	1	1.153	91289
326	1	1.157	91552
327	1	1.164	91550
328	1	1.164	92174
329	1	1.134	95188
330	1	1.147	94695
331	1	1.154	94668
332	1	1.147	95774
333	1	1.159	95400
334	1	1.158	96039
335	1	1.162	96264
336	1	1.167	96440
337	1	1.154	98098
338	1	1.152	98868
339	1	1.157	98996
340	1	1.153	99958
341	1	1.149	100903
342	1	1.167	99972
343	1	1.166	100646
344	1	1.171	100760
345	1	1.148	103406
346	1	1.147	104069
347	1	1.150	104403
348	1	1.151	104956
349	1	1.157	105004
350	1	1.164	104958
351	1	1.164	105538
352	1	1.167	105871
353	1	1.154	107649
354	1	1.150	108694
355	1	1.152	109131
356	1	1.156	109345
357	1	1.158	109793
358	1	1.162	110006
359	1	1.165	110297
360	1	1.166	110860
361	1	1.151	112876
362	1	1.157	112910
363	1	1.159	113386
364	1	1.165	113432
365	1	1.165	114012
366	1	1.167	114517
367	1	1.171	114662
368	1	1.172	115205
369	1	1.155	117564
370	1	1.142	119602
371	1	1.135	120984
372	1	1.160	118961
373	1	1.157	119898
374	1	1.164	119874
375	1	1.170	119877
376	1	1.166	120880
377	1	1.157	122548
378	1	1.157	123122
379	1	1.160	123485
380	1	1.164	123704
381	1	1.168	123980
382	1	1.169	124539
383	1	1.168	125245
384	1	1.172	125448
385	1	1.159	127550
386	1	1.154	128821
387	1	1.154	129448
388	1	1.160	129416
389	1	1.162	129860
390	1	1.168	129875
391	1	1.174	129873
392	1	1.180	129937
393	1	1.156	133260
394	1	1.159	133623
395	1	1.159	134272
396	1	1.166	134153
397	1	1.167	134733
398	1	1.169	135212
399	1	1.173	135425
400	1	1.174	135889
401	1	1.157	138622
402	1	1.159	139088
403	1	1.160	139661
404	1	1.165	139760
405	1	1.166	140280
406	1	1.170	140536
407	1	1.173	140928
408	1	1.179	140852
409	1	1.160	143869
410	1	1.152	145578
411	1	1.155	145896
412	1	1.157	146328
413	1	1.161	146599
414	1	1.163	147046
415	1	1.169	147011
